herc_region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
Western,2020-05-17,122,8524,274545,Western,32,1905,0.0167979002624672,0.0166509263378629,0.991250458550901,5,602,0.00830564784053156,0.0182119506820376,2.19271886211732
Western,2020-05-18,124,8704,274545,Western,33,1847,0.0178668110449377,0.0171712677859211,0.961070654563525,2,180,0.0111111111111111,0.00728478027281502,0.655630224553352
Western,2020-05-19,127,8808,274545,Western,32,1712,0.0186915887850467,0.0166509263378629,0.890824559075665,3,104,0.0288461538461538,0.0109271704092225,0.378808574186381
Western,2020-05-20,127,9057,274545,Western,30,1662,0.0180505415162455,0.0156102434417465,0.864807486672755,0,249,0,0,0.90695514396547
Western,2020-05-21,132,9566,274545,Western,29,2005,0.0144638403990025,0.0150899019936883,1.04328460335672,5,509,0.00982318271119843,0.0182119506820376,1.85397657943142
Western,2020-05-22,134,9791,274545,Western,23,2080,0.0110576923076923,0.011967853305339,1.08231021196109,2,225,0.00888888888888889,0.00728478027281502,0.81953778069169
Western,2020-05-23,135,9963,274545,Western,18,2041,0.00881920627143557,0.00936614606504789,1.06201689548682,1,172,0.00581395348837209,0.00364239013640751,0.626491103462092
Western,2020-05-24,141,10355,274545,Western,19,1831,0.0103768432550519,0.0098864875131061,0.952745191394593,6,392,0.0153061224489796,0.0218543408184451,1.42781693347174
Western,2020-05-25,145,10887,274545,Western,21,2183,0.00961978928080623,0.0109271704092225,1.13590538111109,4,532,0.0075187969924812,0.01456956054563,1.9377515525688
Western,2020-05-26,150,11215,274545,Western,23,2407,0.0095554632322393,0.011967853305339,1.25246186547613,5,328,0.0152439024390244,0.0182119506820376,1.19470396474166
Western,2020-05-27,153,11864,274545,Western,26,2807,0.00926255789098682,0.0135288776495136,1.46059844469941,3,649,0.00462249614791988,0.0109271704092225,2.36391119852847
Western,2020-05-28,156,12390,274545,Western,24,2824,0.0084985835694051,0.0124881947533972,1.4694442493164,3,526,0.00570342205323194,0.0109271704092225,1.91589721175035
Western,2020-05-29,161,12922,274545,Western,27,3131,0.00862344298946024,0.0140492190975718,1.62918907387027,5,532,0.0093984962406015,0.0182119506820376,1.9377515525688
Western,2020-05-30,164,13216,274545,Western,29,3253,0.00891484783276975,0.0150899019936883,1.69267073053338,3,294,0.0102040816326531,0.0109271704092225,1.07086270010381
Western,2020-05-31,165,13891,274545,Western,24,3536,0.00678733031674208,0.0124881947533972,1.83992736033385,1,675,0.00148148148148148,0.00364239013640751,2.45861334207507
Western,2020-06-01,165,14113,274545,Western,20,3226,0.00619962802231866,0.0104068289611643,1.6786215114358,0,222,0,0,0.808610610282467
Western,2020-06-02,169,14464,274545,Western,19,3249,0.00584795321637427,0.0098864875131061,1.69058936474114,4,351,0.0113960113960114,0.01456956054563,1.27847893787904
Western,2020-06-03,175,15424,274545,Western,22,3560,0.00617977528089888,0.0114475118572807,1.85241555508725,6,960,0.00625,0.0218543408184451,3.49669453095121
Western,2020-06-04,182,16376,274545,Western,26,3986,0.00652282990466633,0.0135288776495136,2.07408101196005,7,952,0.00735294117647059,0.0254967309548526,3.46755540985995
Western,2020-06-05,188,17004,274545,Western,27,4082,0.00661440470357668,0.0140492190975718,2.12403379097364,6,628,0.00955414012738853,0.0218543408184451,2.28742100566392
Western,2020-06-06,195,17325,274545,Western,31,4109,0.00754441469944025,0.0161305848898047,2.13808301007121,7,321,0.0218068535825545,0.0254967309548526,1.16920723378681
Western,2020-06-07,200,17616,274545,Western,35,3725,0.00939597315436242,0.0182119506820376,1.93827189401685,5,291,0.0171821305841924,0.0182119506820376,1.05993552969459
Western,2020-06-08,203,17825,274545,Western,38,3712,0.0102370689655172,0.0197729750262122,1.9315074551921,3,209,0.0143540669856459,0.0109271704092225,0.76125953850917
Western,2020-06-09,212,18151,274545,Western,43,3687,0.0116625983184161,0.0223746822665033,1.91849891899064,9,326,0.0276073619631902,0.0327815112276676,1.18741918446885
Western,2020-06-10,222,18557,274545,Western,47,3133,0.015001595914459,0.0244560480587361,1.63022975676639,10,406,0.0246305418719212,0.0364239013640751,1.47881039538145
Western,2020-06-11,245,19055,274545,Western,63,2679,0.0235162374020157,0.0327815112276676,1.39399473934796,23,498,0.0461847389558233,0.0837749731373727,1.81391028793094
Western,2020-06-12,254,19321,274545,Western,66,2317,0.028485110056107,0.0343425355718422,1.20563113515089,9,266,0.0338345864661654,0.0327815112276676,0.968875776284398
Western,2020-06-13,273,19758,274545,Western,78,2433,0.032059186189889,0.0405866329485408,1.26599074312564,19,437,0.0434782608695652,0.0692054125917427,1.59172448961008
Western,2020-06-14,283,20011,274545,Western,83,2395,0.0346555323590814,0.0431883401888319,1.24621776809943,10,253,0.0395256916996047,0.0364239013640751,0.9215247045111
Western,2020-06-15,298,20407,274545,Western,95,2582,0.0367931835786212,0.0494324375655305,1.34352161888631,15,396,0.0378787878787879,0.0546358520461127,1.44238649401737
Western,2020-06-16,317,20535,274545,Western,105,2384,0.0440436241610738,0.0546358520461127,1.24049401217079,19,128,0.1484375,0.0692054125917427,0.466225937460161
Western,2020-06-17,351,21432,274545,Western,129,2875,0.0448695652173913,0.0671240467995098,1.49598166316737,34,897,0.0379041248606466,0.123841264637855,3.26722395235754
Western,2020-06-18,388,22007,274545,Western,143,2952,0.0484417344173442,0.0744088270723249,1.53604795466785,37,575,0.0643478260869565,0.134768435047078,2.09437432843432
