FIPS,GEO,County,Date,Cases,Tests,Population,pop_2018,Region,herc_region,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
55139,County,Winnebago,2020-05-31,244,7239,171907,169344,Northeastern,Fox Valley Area,72,2309,0.0311823300129926,0.0598330160244451,1.9188115833395,6,253,0.0237154150197628,0.0349025926809263,1.47172599137906
55141,County,Wood,2020-05-31,10,1878,72999,74026,Northern,North Central,1,330,0.00303030303030303,0.00195697397028922,0.645801410195443,0,49,0,0,0.671242071809203
55037,County,Florence,2020-06-01,2,245,4295,4421,Northern,Northeast,0,6,0,0,0.199567603525694,0,0,NA,0,0
55051,County,Iron,2020-06-01,2,255,5687,5844,Northern,North Central,0,29,0,0,0.728478484764752,0,2,0,0,0.351679268507122
55107,County,Rusk,2020-06-01,5,274,14178,14534,Western,Northwest,1,15,0.0666666666666667,0.0100759728351772,0.151139592527659,0,1,0,0,0.0705318098462406
55099,County,Price,2020-06-01,2,342,13351,13808,Northern,North Central,0,50,0,0,0.535005403554576,0,0,NA,0,0
55041,County,Forest,2020-06-01,28,370,9004,9182,Northern,North Central,16,90,0.177777777777778,0.253855429332995,1.4279367899981,0,0,NA,0,0
55091,County,Pepin,2020-06-01,1,381,7287,7349,Western,Northwest,0,33,0,0,0.646944656825266,0,4,0,0,0.548922739124468
55007,County,Bayfield,2020-06-01,3,390,15036,15204,Northern,Northwest,0,18,0,0,0.17101812792156,0,3,0,0,0.19952114924182
55003,County,Ashland,2020-06-01,2,391,15562,15863,Northern,Northwest,0,23,0,0,0.211137018745295,0,2,0,0,0.128518185323223
55013,County,Burnett,2020-06-01,1,394,15414,15447,Western,Northwest,0,44,0,0,0.40779254481084,0,0,NA,0,0
55119,County,Taylor,2020-06-01,2,421,20343,20580,Northern,North Central,1,83,0.0120481927710843,0.00702242259534694,0.582861075413796,0,6,0,0,0.294941749004572
55125,County,Vilas,2020-06-01,8,514,22195,21656,Northern,North Central,2,106,0.0188679245283019,0.0128729121745567,0.682264345251504,1,8,0.125,0.0450551926109484,0.360441540887587
55077,County,Marquette,2020-06-01,4,548,15574,15378,Northeastern,South Central,1,128,0.0078125,0.00917279715276377,1.17411803555376,0,5,0,0,0.321047900346732
55129,County,Washburn,2020-06-01,2,560,15720,15853,Western,Northwest,0,90,0,0,0.817884405670665,0,7,0,0,0.44529262086514
55065,County,Lafayette,2020-06-01,27,594,16665,16883,Southern,South Central,5,111,0.045045045045045,0.0428614290000429,0.951523723800952,0,9,0,0,0.54005400540054
55001,County,Adams,2020-06-01,4,605,20220,20495,Southern,South Central,0,108,0,0,0.763035184400169,0,9,0,0,0.445103857566766
55011,County,Buffalo,2020-06-01,6,645,13031,13509,Western,Western,1,66,0.0151515151515152,0.010962868763498,0.72354933839087,0,11,0,0,0.844140894789349
55067,County,Langlade,2020-06-01,3,647,19189,19777,Northern,North Central,2,251,0.00796812749003984,0.0148894828138145,1.86863009313372,0,15,0,0,0.781697847725259
55069,County,Lincoln,2020-06-01,7,716,27593,28442,Northern,North Central,3,176,0.0170454545454545,0.0155318895579107,0.911204187397425,0,14,0,0,0.507375058891748
55061,County,Kewaunee,2020-06-01,35,811,20434,20644,Northeastern,Northeast,2,193,0.0103626943005181,0.0139822984102127,1.34929179658552,0,0,NA,0,0
55078,County,Menominee,2020-06-01,3,831,4556,4382,Northeastern,Fox Valley Area,0,178,0,0,5.58133701241691,0,1,0,0,0.219490781387182
55103,County,Richland,2020-06-01,14,844,17252,17712,Southern,South Central,0,273,0,0,2.26060746580107,0,2,0,0,0.115928587989798
55047,County,Green Lake,2020-06-01,20,888,18913,19088,Northeastern,Fox Valley Area,5,150,0.0333333333333333,0.0377669176907796,1.13300753072339,0,12,0,0,0.634484217205097
55057,County,Juneau,2020-06-01,22,957,26687,26908,Southern,South Central,0,119,0,0,0.637014276614082,0,6,0,0,0.224828568216735
55023,County,Crawford,2020-06-01,26,993,16131,16555,Southern,Western,0,125,0,0,1.10700780219099,0,16,0,0,0.991878990763127
55019,County,Clark,2020-06-01,33,1004,34774,34741,Western,North Central,5,222,0.0225225225225225,0.0205407981332523,0.912011437116401,1,54,0.0185185185185185,0.0287571173865532,1.55288433887387
55137,County,Waushara,2020-06-01,8,1025,24443,24298,Northeastern,Fox Valley Area,0,266,0,0,1.55463731947797,0,18,0,0,0.73640715133167
55049,County,Iowa,2020-06-01,16,1062,23678,23799,Southern,South Central,4,381,0.010498687664042,0.0241333124177959,2.29869800779506,0,5,0,0,0.211166483655714
55031,County,Douglas,2020-06-01,19,1121,43150,43874,Western,Northwest,1,68,0.0147058823529412,0.0033107101473266,0.225128290018209,0,6,0,0,0.139049826187717
55053,County,Jackson,2020-06-01,17,1173,20643,20664,Western,Western,3,174,0.0172413793103448,0.0207611019992941,1.20414391595906,0,51,0,0,2.470571137916
55085,County,Oneida,2020-06-01,9,1180,35595,35913,Northern,North Central,2,231,0.00865800865800866,0.00802680954387655,0.927096502317741,0,11,0,0,0.309032167439247
55123,County,Vernon,2020-06-01,21,1200,30822,30287,Southern,Western,5,215,0.0232558139534884,0.0231745413758262,0.996505279160525,0,12,0,0,0.38933229511388
55113,County,Sawyer,2020-06-01,8,1192,16558,16569,Northern,Northwest,1,302,0.0033112582781457,0.00862768105188687,2.60555967766984,0,6,0,0,0.362362604179249
55093,County,Pierce,2020-06-01,45,1448,42754,41635,Western,Northwest,3,270,0.0111111111111111,0.0100241247268426,0.902171225415834,0,27,0,0,0.631519857791084
55029,County,Door,2020-06-01,38,1444,27668,28051,Northeastern,Northeast,1,508,0.00196850393700787,0.00516326235568682,2.6229372766889,0,5,0,0,0.180714182449039
55095,County,Polk,2020-06-01,19,1516,43783,43900,Western,Northwest,3,469,0.00639658848614072,0.00978853501522117,1.53027430737958,0,5,0,0,0.11419957517758
55121,County,Trempealeau,2020-06-01,25,1593,29649,29332,Western,Western,5,407,0.0122850122850123,0.0240913931088979,1.96103939906429,0,24,0,0,0.80947080845897
55045,County,Green,2020-06-01,66,1677,36960,36864,Southern,South Central,12,523,0.0229445506692161,0.0463821892393321,2.02149041434756,0,26,0,0,0.703463203463204
55083,County,Oconto,2020-06-01,37,1720,37930,37962,Northeastern,Northeast,3,237,0.0126582278481013,0.0112990094535046,0.892621746826861,0,0,NA,0,0
55097,County,Portage,2020-06-01,12,1805,70772,70719,Northern,North Central,2,372,0.00537634408602151,0.00403710910691072,0.750902293885395,1,58,0.0172413793103448,0.0141298818741875,0.819533148702877
55015,County,Calumet,2020-06-01,77,1929,50089,51476,Northeastern,Fox Valley Area,7,455,0.0153846153846154,0.0199644632554054,1.29769011160135,1,29,0.0344827586206897,0.0199644632554054,0.578969434406756
55141,County,Wood,2020-06-01,10,1914,72999,74026,Northern,North Central,1,322,0.0031055900621118,0.00195697397028922,0.630145618433129,0,36,0,0,0.493157440512884
55115,County,Shawano,2020-06-01,48,2016,40899,41260,Northeastern,Fox Valley Area,10,491,0.0203665987780041,0.0349292508024995,1.71502621440273,1,31,0.032258064516129,0.0244504755617497,0.75796474241424
55005,County,Barron,2020-06-01,20,2033,45244,45880,Western,Northwest,8,522,0.0153256704980843,0.0252598608181669,1.64820591838539,3,27,0.111111111111111,0.0663071346476881,0.596764211829193
55033,County,Dunn,2020-06-01,24,2201,45368,44777,Western,Northwest,1,490,0.00204081632653061,0.00314885255812782,1.54293775348263,0,60,0,0,1.32251807441368
55135,County,Waupaca,2020-06-01,42,2449,50990,51731,Northeastern,Fox Valley Area,19,923,0.0205850487540628,0.0532317261087608,2.5859412209677,1,74,0.0135135135135135,0.0196116885663856,1.45126495391253
55021,County,Columbia,2020-06-01,44,2462,57532,57128,Southern,South Central,6,522,0.0114942528735632,0.0148985409362243,1.29617306145152,0,37,0,0,0.643120350413683
55043,County,Grant,2020-06-01,96,2679,51439,52374,Southern,South Central,9,615,0.0146341463414634,0.0249949315833178,1.70798699152672,1,27,0.037037037037037,0.0194405023425805,0.524893563249674
55081,County,Monroe,2020-06-01,17,2654,46253,45998,Western,Western,1,627,0.00159489633173844,0.00308860274700328,1.93655392237106,0,27,0,0,0.583745919183621
55075,County,Marinette,2020-06-01,32,2680,40350,40938,Northeastern,Northeast,0,521,0,0,1.84457426093114,0,3,0,0,0.0743494423791822
55089,County,Ozaukee,2020-06-01,165,2830,89221,88360,Southeastern,Southeast,27,954,0.0283018867924528,0.0432313340709346,1.52750713717302,3,3,1,0.0336243709440603,0.0336243709440603
55071,County,Manitowoc,2020-06-01,36,2781,78981,80254,Northeastern,Northeast,7,1045,0.00669856459330144,0.0126612729643838,1.89014717825444,0,41,0,0,0.519112191539737
55017,County,Chippewa,2020-06-01,56,2849,64658,64220,Western,Northwest,3,468,0.00641025641025641,0.0066282815517249,1.03401192206908,0,38,0,0,0.587707630919608
55073,County,Marathon,2020-06-01,50,3068,135692,134741,Northern,North Central,8,696,0.0114942528735632,0.00842243568417551,0.732751904523269,0,140,0,0,1.0317483713115
55109,County,St. Croix,2020-06-01,92,3118,90687,88169,Western,Northwest,24,756,0.0317460317460317,0.037806647353771,1.19090939164379,6,96,0.0625,0.0661616328690992,1.05858612590559
55117,County,Sheboygan,2020-06-01,90,3131,115340,114515,Northeastern,Southeast,8,630,0.0126984126984127,0.00990859322747653,0.780301716663777,0,6,0,0,0.0520201144442518
55055,County,Jefferson,2020-06-01,107,3256,84769,84675,Southern,South Central,23,840,0.0273809523809524,0.0387608003599699,1.41561183923368,1,55,0.0181818181818182,0.0117967653269474,0.648822092982104
55111,County,Sauk,2020-06-01,78,3562,64442,62686,Southern,South Central,1,737,0.00135685210312076,0.00221683285523638,1.63380581430921,0,34,0,0,0.527606219546259
55127,County,Walworth,2020-06-01,397,4425,103868,102615,Southeastern,Southeast,46,922,0.0498915401301518,0.0632671137542705,1.26809301916168,2,30,0.0666666666666667,0.0192552085339084,0.288828128008626
55027,County,Dodge,2020-06-01,226,4505,87839,89205,Southern,South Central,65,1700,0.0382352941176471,0.105712887051472,2.76479858442312,5,43,0.116279069767442,0.0569223237969467,0.489531984653742
55131,County,Washington,2020-06-01,257,4638,136034,134486,Southeastern,Southeast,51,1476,0.0345528455284553,0.0535580390616632,1.55003265990225,5,6,0.833333333333333,0.0367555170031022,0.0441066204037226
55035,County,Eau Claire,2020-06-01,113,4891,104646,102893,Western,Northwest,15,727,0.0206327372764787,0.0204772006847576,0.992461659854585,5,157,0.0318471337579618,0.047780134931101,1.50029623683657
55039,County,Fond du Lac,2020-06-01,214,5270,103403,103373,Northeastern,Southeast,40,1144,0.034965034965035,0.0552622816967178,1.58050125652613,1,121,0.00826446280991736,0.00967089929692562,1.170178814928
55063,County,La Crosse,2020-06-01,53,5855,118016,118333,Western,Western,5,1612,0.00310173697270471,0.00605244809420514,1.95130926557174,0,81,0,0,0.686347613882863
55139,County,Winnebago,2020-06-01,249,7346,171907,169344,Northeastern,Fox Valley Area,67,2111,0.0317385125532923,0.055677945467192,1.75427078927227,5,107,0.0467289719626168,0.0290854939007719,0.622429569476519
55059,County,Kenosha,2020-06-01,1178,9135,169561,168231,Southeastern,Southeast,177,2170,0.0815668202764977,0.149124588117045,1.82825060007903,10,53,0.188679245283019,0.0589758258090009,0.312571876787705
55105,County,Rock,2020-06-01,639,9329,163354,160265,Southern,South Central,70,2237,0.0312919088064372,0.0612167440038199,1.95631223337922,3,53,0.0566037735849057,0.018365023201146,0.324448743220246
55087,County,Outagamie,2020-06-01,230,9016,187885,183800,Northeastern,Fox Valley Area,37,3045,0.0121510673234811,0.02813271035854,2.31524602815552,3,168,0.0178571428571429,0.0159672139872795,0.894163983287649
55133,County,Waukesha,2020-06-01,709,11558,404198,398642,Southeastern,Southeast,142,1887,0.0752517223105458,0.0501875671965578,0.666929149999328,13,51,0.254901960784314,0.0321624550344138,0.126175785135008
55101,County,Racine,2020-06-01,1733,13030,196311,195230,Southeastern,Southeast,339,3577,0.0947721554375175,0.246693111586062,2.60301256679452,11,26,0.423076923076923,0.056033538619843,0.132442909465083
55009,County,Brown,2020-06-01,2320,17594,264542,260329,Northeastern,Northeast,71,3227,0.0220018593120545,0.0383411977790186,1.7426344398999,1,48,0.0208333333333333,0.00378011809088916,0.18144566836268
55025,County,Dane,2020-06-01,735,31604,546695,528496,Southern,South Central,131,6434,0.0203605843953994,0.03423167527467,1.68127174593303,5,209,0.0239234449760766,0.00914586743979733,0.382297258983528
55079,County,Milwaukee,2020-06-01,7799,52549,945726,944479,Southeastern,Southeast,1447,12179,0.118811068232203,0.218577352969344,1.83970530878621,49,1272,0.0385220125786164,0.0518120470411092,1.34499844563859
55037,County,Florence,2020-06-02,2,250,4295,4421,Northern,Northeast,0,10,0,0,0.332612672542824,0,5,0,0,1.16414435389988
55051,County,Iron,2020-06-02,2,259,5687,5844,Northern,North Central,0,32,0,0,0.803838328016278,0,4,0,0,0.703358537014243
55041,County,Forest,2020-06-02,28,375,9004,9182,Northern,North Central,16,95,0.168421052631579,0.253855429332995,1.50726661166466,0,5,0,0,0.555308751665926
55099,County,Price,2020-06-02,2,367,13351,13808,Northern,North Central,0,63,0,0,0.674106808478766,0,25,0,0,1.87251891244102
55107,County,Rusk,2020-06-02,5,370,14178,14534,Western,Northwest,1,103,0.00970873786407767,0.0100759728351772,1.03782520202326,0,96,0,0,6.7710537452391
55091,County,Pepin,2020-06-02,1,388,7287,7349,Western,Northwest,0,34,0,0,0.666549040365426,0,7,0,0,0.960614793467819
55003,County,Ashland,2020-06-02,2,398,15562,15863,Northern,Northwest,0,29,0,0,0.266216241026677,0,7,0,0,0.449813648631281
55007,County,Bayfield,2020-06-02,3,402,15036,15204,Northern,Northwest,0,26,0,0,0.247026184775586,0,12,0,0,0.798084596967279
55119,County,Taylor,2020-06-02,2,441,20343,20580,Northern,North Central,1,91,0.010989010989011,0.00702242259534694,0.639040456176572,0,20,0,0,0.983139163348572
55013,County,Burnett,2020-06-02,1,444,15414,15447,Western,Northwest,0,94,0,0,0.871193163914067,0,50,0,0,3.24380433372259
55125,County,Vilas,2020-06-02,8,517,22195,21656,Northern,North Central,2,101,0.0198019801980198,0.0128729121745567,0.650082064815113,0,3,0,0,0.135165577832845
55077,County,Marquette,2020-06-02,4,557,15574,15378,Northeastern,South Central,1,121,0.00826446280991736,0.00917279715276377,1.10990845548442,0,9,0,0,0.577886220624117
55065,County,Lafayette,2020-06-02,27,606,16665,16883,Southern,South Central,2,113,0.0176991150442478,0.0171445716000171,0.968668295400969,0,12,0,0,0.72007200720072
55129,County,Washburn,2020-06-02,2,584,15720,15853,Western,Northwest,0,76,0,0,0.69065794256634,0,24,0,0,1.52671755725191
55001,County,Adams,2020-06-02,4,622,20220,20495,Southern,South Central,0,111,0,0,0.784230606189063,0,17,0,0,0.840751730959446
55011,County,Buffalo,2020-06-02,6,664,13031,13509,Western,Western,1,77,0.012987012987013,0.010962868763498,0.844140894789349,0,19,0,0,1.45806154554524
55067,County,Langlade,2020-06-02,3,668,19189,19777,Northern,North Central,1,249,0.00401606425702811,0.00744474140690723,1.8537406103199,0,21,0,0,1.09437698681536
55061,County,Kewaunee,2020-06-02,35,847,20434,20644,Northeastern,Northeast,2,212,0.00943396226415094,0.0139822984102127,1.48212363148254,0,36,0,0,1.7617695996868
55069,County,Lincoln,2020-06-02,7,849,27593,28442,Northern,North Central,2,305,0.00655737704918033,0.0103545930386071,1.57907543838758,0,133,0,0,4.8200630594716
55078,County,Menominee,2020-06-02,3,846,4556,4382,Northeastern,Fox Valley Area,0,193,0,0,6.05167440110372,0,15,0,0,3.29236172080773
55047,County,Green Lake,2020-06-02,20,911,18913,19088,Northeastern,Fox Valley Area,5,167,0.029940119760479,0.0377669176907796,1.26141505087204,0,23,0,0,1.2160947496431
55103,County,Richland,2020-06-02,14,949,17252,17712,Southern,South Central,0,356,0,0,2.94789838031201,0,105,0,0,6.08625086946441
55057,County,Juneau,2020-06-02,22,971,26687,26908,Southern,South Central,0,123,0,0,0.658426521206152,0,14,0,0,0.524599992505714
55019,County,Clark,2020-06-02,33,1015,34774,34741,Western,North Central,5,209,0.0239234449760766,0.0205407981332523,0.858605361969945,0,11,0,0,0.316328291252085
55023,County,Crawford,2020-06-02,26,1026,16131,16555,Southern,Western,0,151,0,0,1.33726542504672,0,33,0,0,2.04575041844895
55137,County,Waushara,2020-06-02,8,1064,24443,24298,Northeastern,Fox Valley Area,0,295,0,0,1.72412785430827,0,39,0,0,1.59554882788528
55049,County,Iowa,2020-06-02,16,1111,23678,23799,Southern,South Central,4,412,0.00970873786407767,0.0241333124177959,2.48573117903298,0,49,0,0,2.069431539826
55053,County,Jackson,2020-06-02,17,1174,20643,20664,Western,Western,3,156,0.0192307692307692,0.0207611019992941,1.07957730396329,0,1,0,0,0.0484425713316863
55085,County,Oneida,2020-06-02,9,1185,35595,35913,Northern,North Central,2,151,0.0132450331125828,0.00802680954387655,0.606024120562679,0,5,0,0,0.14046916701784
55113,County,Sawyer,2020-06-02,8,1203,16558,16569,Northern,Northwest,1,302,0.0033112582781457,0.00862768105188687,2.60555967766984,0,11,0,0,0.664331440995289
55123,County,Vernon,2020-06-02,21,1221,30822,30287,Southern,Western,4,218,0.018348623853211,0.0185396331006609,1.01041000398602,0,21,0,0,0.681331516449289
55031,County,Douglas,2020-06-02,19,1373,43150,43874,Western,Northwest,0,316,0,0,1.04618440655521,0,252,0,0,5.84009269988413
55029,County,Door,2020-06-02,38,1504,27668,28051,Northeastern,Northeast,0,467,0,0,2.41124352010574,0,60,0,0,2.16857018938846
55093,County,Pierce,2020-06-02,47,1558,42754,41635,Western,Northwest,4,340,0.0117647058823529,0.0133654996357901,1.13606746904216,2,110,0.0181818181818182,0.0467792487252655,2.5728586798896
55095,County,Polk,2020-06-02,22,1536,43783,43900,Western,Northwest,6,480,0.0125,0.0195770700304423,1.56616560243539,3,20,0.15,0.0685197451065482,0.456798300710321
55045,County,Green,2020-06-02,68,1716,36960,36864,Southern,South Central,13,487,0.026694045174538,0.0502473716759431,1.88234384662956,2,39,0.0512820512820513,0.0541125541125541,1.05519480519481
55083,County,Oconto,2020-06-02,38,1763,37930,37962,Northeastern,Northeast,4,280,0.0142857142857143,0.0150653459380061,1.05457421566043,1,43,0.0232558139534884,0.0263643553915107,1.13366728183496
55121,County,Trempealeau,2020-06-02,26,1779,29649,29332,Western,Western,5,586,0.00853242320819113,0.0240913931088979,2.82351127236284,1,186,0.00537634408602151,0.0337279503524571,6.27339876555702
55097,County,Portage,2020-06-02,14,1888,70772,70719,Northern,North Central,4,413,0.00968523002421308,0.00807421821382145,0.833663030577064,2,83,0.0240963855421687,0.0282597637483751,1.17278019555757
55015,County,Calumet,2020-06-02,78,1999,50089,51476,Northeastern,Fox Valley Area,5,447,0.0111856823266219,0.0142603308967181,1.2748735821666,1,70,0.0142857142857143,0.0199644632554054,1.39751242787838
55141,County,Wood,2020-06-02,10,1980,72999,74026,Northern,North Central,1,367,0.00272479564032698,0.00195697397028922,0.718209447096144,0,66,0,0,0.90412197427362
55005,County,Barron,2020-06-02,20,2106,45244,45880,Western,Northwest,8,583,0.0137221269296741,0.0252598608181669,1.84081235712391,0,73,0,0,1.61347360976041
55115,County,Shawano,2020-06-02,50,2154,40899,41260,Northeastern,Fox Valley Area,12,609,0.0197044334975369,0.0419151009629994,2.12719137387222,2,138,0.0144927536231884,0.0489009511234994,3.37416562752145
55033,County,Dunn,2020-06-02,24,2337,45368,44777,Western,Northwest,1,524,0.00190839694656489,0.00314885255812782,1.64999874045898,0,136,0,0,2.99770763533768
55021,County,Columbia,2020-06-02,44,2557,57532,57128,Southern,South Central,6,555,0.0108108108108108,0.0148985409362243,1.37811503660075,0,95,0,0,1.65125495376486
55135,County,Waupaca,2020-06-02,45,2675,50990,51731,Northeastern,Fox Valley Area,19,714,0.0266106442577031,0.0532317261087608,2.00039223377133,3,226,0.0132743362831858,0.0588350656991567,4.43224161600314
55043,County,Grant,2020-06-02,96,2771,51439,52374,Southern,South Central,9,685,0.0131386861313869,0.0249949315833178,1.90239201495252,0,92,0,0,1.78852621551741
55075,County,Marinette,2020-06-02,32,2715,40350,40938,Northeastern,Northeast,0,551,0,0,1.95078775004426,0,35,0,0,0.867410161090458
55081,County,Monroe,2020-06-02,18,2702,46253,45998,Western,Western,2,594,0.00336700336700337,0.00617720549400657,1.83463003171995,1,48,0.0208333333333333,0.021620219229023,1.0377705229931
55071,County,Manitowoc,2020-06-02,36,2826,78981,80254,Northeastern,Northeast,5,811,0.0061652281134402,0.00904376640313131,1.4668989105879,0,45,0,0,0.569757283397273
55089,County,Ozaukee,2020-06-02,165,2987,89221,88360,Southeastern,Southeast,27,1110,0.0243243243243243,0.0432313340709346,1.77728817847176,0,157,0,0,1.75967541273915
55017,County,Chippewa,2020-06-02,57,2879,64658,64220,Western,Northwest,4,473,0.00845665961945032,0.0088377087356332,1.04505905798863,1,30,0.0333333333333333,0.0154659902873581,0.463979708620743
55073,County,Marathon,2020-06-02,52,3137,135692,134741,Northern,North Central,10,705,0.0141843971631206,0.0105280446052194,0.742227144667966,2,69,0.0289855072463768,0.0147392624473071,0.508504554432096
55109,County,St. Croix,2020-06-02,95,3202,90687,88169,Western,Northwest,25,777,0.0321750321750322,0.0393819243268448,1.22399020807834,3,84,0.0357142857142857,0.0330808164345496,0.926262860167389
55117,County,Sheboygan,2020-06-02,95,3237,115340,114515,Northeastern,Southeast,12,650,0.0184615384615385,0.0148628898412148,0.805073199732468,5,106,0.0471698113207547,0.0433500953702098,0.919022021848448
55055,County,Jefferson,2020-06-02,110,3465,84769,84675,Southern,South Central,20,958,0.0208768267223382,0.0337050437912782,1.61447159760222,3,209,0.0143540669856459,0.0353902959808421,2.465523953332
55111,County,Sauk,2020-06-02,79,3648,64442,62686,Southern,South Central,2,760,0.00263157894736842,0.00443366571047276,1.68479296997965,1,86,0.0116279069767442,0.0155178299866547,1.3345333788523
55127,County,Walworth,2020-06-02,398,4556,103868,102615,Southeastern,Southeast,47,1045,0.0449760765550239,0.0646424857924068,1.43726377985245,1,131,0.00763358778625954,0.00962760426695421,1.261216158971
55131,County,Washington,2020-06-02,260,4859,136034,134486,Southeastern,Southeast,51,1694,0.0301062573789847,0.0535580390616632,1.77896702295014,3,221,0.0135746606334842,0.0220533102018613,1.62459385153712
55027,County,Dodge,2020-06-02,226,5008,87839,89205,Southern,South Central,64,2103,0.0304327151688065,0.104086534942988,3.42021848414225,0,503,0,0,5.72638577397284
55035,County,Eau Claire,2020-06-02,114,5256,104646,102893,Western,Northwest,15,1041,0.0144092219020173,0.0204772006847576,1.42111772752218,1,365,0.00273972602739726,0.00955602698622021,3.48794984997038
55039,County,Fond du Lac,2020-06-02,215,5455,103403,103373,Northeastern,Southeast,36,1270,0.0283464566929134,0.0497360535270461,1.75457744387079,1,185,0.00540540540540541,0.00967089929692562,1.78911636993124
55063,County,La Crosse,2020-06-02,55,5898,118016,118333,Western,Western,4,1467,0.0027266530334015,0.00484195847536412,1.77578827083979,2,43,0.0465116279069767,0.0169468546637744,0.36435737527115
55139,County,Winnebago,2020-06-02,270,7498,171907,169344,Northeastern,Fox Valley Area,79,1805,0.0437673130193906,0.0656501148045995,1.49998047116838,21,152,0.138157894736842,0.122159074383242,0.884199014583467
55059,County,Kenosha,2020-06-02,1201,9304,169561,168231,Southeastern,Southeast,193,2214,0.0871725383920506,0.162604776873388,1.86532111915897,23,169,0.136094674556213,0.135644399360702,0.996691456172115
55105,County,Rock,2020-06-02,646,9606,163354,160265,Southern,South Central,63,1448,0.0435082872928177,0.0550950696034379,1.26631207596473,7,277,0.0252707581227437,0.042851720802674,1.69570380890581
55087,County,Outagamie,2020-06-02,232,9222,187885,183800,Northeastern,Fox Valley Area,36,3015,0.0119402985074627,0.0273723668353362,2.29243572245941,2,206,0.00970873786407767,0.010644809324853,1.09641536045986
55133,County,Waukesha,2020-06-02,722,11735,404198,398642,Southeastern,Southeast,144,1825,0.0789041095890411,0.0508944343401713,0.64501626854731,13,177,0.0734463276836158,0.0321624550344138,0.437904195468557
55101,County,Racine,2020-06-02,1762,13491,196311,195230,Southeastern,Southeast,367,3765,0.0974767596281541,0.26706894381146,2.73982172602219,29,461,0.0629067245119306,0.147724783634132,2.34831466397706
55009,County,Brown,2020-06-02,2334,18454,264542,260329,Northeastern,Northeast,85,4085,0.0208078335373317,0.0459014339607969,2.20596891446889,14,860,0.0162790697674419,0.0529216532724482,3.25090155816468
55025,County,Dane,2020-06-02,759,32432,546695,528496,Southern,South Central,129,5997,0.0215107553776888,0.0337090542781101,1.5670790581847,24,828,0.0289855072463768,0.0439001637110272,1.51455564803044
55079,County,Milwaukee,2020-06-02,8004,55108,945726,944479,Southeastern,Southeast,1487,13235,0.112353607857952,0.224619574198628,1.9992199492393,205,2559,0.0801094177413052,0.216764686600559,2.70585772200405
55037,County,Florence,2020-06-03,2,257,4295,4421,Northern,Northeast,0,17,0,0,0.565441543322801,0,7,0,0,1.62980209545984
55051,County,Iron,2020-06-03,2,260,5687,5844,Northern,North Central,0,31,0,0,0.778718380265769,0,1,0,0,0.175839634253561
55041,County,Forest,2020-06-03,28,388,9004,9182,Northern,North Central,4,93,0.043010752688172,0.0634638573332487,1.47553468299803,0,13,0,0,1.44380275433141
55107,County,Rusk,2020-06-03,5,371,14178,14534,Western,Northwest,0,102,0,0,1.02774922918808,0,1,0,0,0.0705318098462406
55091,County,Pepin,2020-06-03,1,395,7287,7349,Western,Northwest,0,40,0,0,0.784175341606383,0,7,0,0,0.960614793467819
55007,County,Bayfield,2020-06-03,3,406,15036,15204,Northern,Northwest,0,27,0,0,0.25652719188234,0,4,0,0,0.266028198989093
55099,County,Price,2020-06-03,2,420,13351,13808,Northern,North Central,0,110,0,0,1.17701188782007,0,53,0,0,3.96974009437495
55003,County,Ashland,2020-06-03,2,422,15562,15863,Northern,Northwest,0,52,0,0,0.477353259771972,0,24,0,0,1.54221822387868
55119,County,Taylor,2020-06-03,2,462,20343,20580,Northern,North Central,1,102,0.00980392156862745,0.00702242259534694,0.716287104725388,0,21,0,0,1.032296121516
55013,County,Burnett,2020-06-03,1,485,15414,15447,Western,Northwest,0,118,0,0,1.09362546108362,0,41,0,0,2.65991955365252
55125,County,Vilas,2020-06-03,8,535,22195,21656,Northern,North Central,2,105,0.019047619047619,0.0128729121745567,0.675827889164226,0,18,0,0,0.810993466997071
55077,County,Marquette,2020-06-03,5,625,15574,15378,Northeastern,South Central,2,169,0.0118343195266272,0.0183455943055275,1.55020271881708,1,68,0.0147058823529412,0.0642095800693464,4.36625144471555
55129,County,Washburn,2020-06-03,2,636,15720,15853,Western,Northwest,0,120,0,0,1.09051254089422,0,52,0,0,3.30788804071247
55001,County,Adams,2020-06-03,4,655,20220,20495,Southern,South Central,0,129,0,0,0.911403136922425,0,33,0,0,1.63204747774481
55067,County,Langlade,2020-06-03,3,709,19189,19777,Northern,North Central,1,278,0.00359712230215827,0.00744474140690723,2.06963811112021,0,41,0,0,2.13664078378238
55011,County,Buffalo,2020-06-03,6,721,13031,13509,Western,Western,1,121,0.00826446280991736,0.010962868763498,1.32650712038326,0,57,0,0,4.37418463663572
55065,County,Lafayette,2020-06-03,27,755,16665,16883,Southern,South Central,2,251,0.00796812749003984,0.0171445716000171,2.15164373580215,0,149,0,0,8.94089408940894
55078,County,Menominee,2020-06-03,3,865,4556,4382,Northeastern,Fox Valley Area,0,94,0,0,2.94744763577073,0,19,0,0,4.17032484635645
55061,County,Kewaunee,2020-06-03,36,901,20434,20644,Northeastern,Northeast,3,242,0.012396694214876,0.020973447615319,1.69185810763573,1,54,0.0185185185185185,0.0489380444357444,2.64265439953019
